Year,Date,Last Value,Q%,SOQ,Value
CY 2017,2017-11-27 00:00:00,,,,83.870003
CY 2017,2017-11-28 00:00:00,,,,84.879997
CY 2017,2017-11-29 00:00:00,,,,83.339996
CY 2017,2017-11-30 00:00:00,,,,84.169998
CY 2017,2017-12-01 00:00:00,,,,84.260002
CY 2017,2017-12-04 00:00:00,,,,81.080002
CY 2017,2017-12-05 00:00:00,,,,81.589996
CY 2017,2017-12-06 00:00:00,,,,82.779999
CY 2017,2017-12-07 00:00:00,,,,82.489998
CY 2017,2017-12-08 00:00:00,,,,84.160004
CY 2017,2017-12-11 00:00:00,,,,85.230003
CY 2017,2017-12-12 00:00:00,,,,85.580002
CY 2017,2017-12-13 00:00:00,,,,85.349998
CY 2017,2017-12-14 00:00:00,,,,84.690002
CY 2017,2017-12-15 00:00:00,,,,86.849998
CY 2017,2017-12-18 00:00:00,,,,86.379997
CY 2017,2017-12-19 00:00:00,,,,85.830002
CY 2017,2017-12-20 00:00:00,,,,85.519997
CY 2017,2017-12-21 00:00:00,,,,85.5
CY 2017,2017-12-22 00:00:00,,,,85.510002
CY 2017,2017-12-26 00:00:00,,,,85.400002
CY 2017,2017-12-27 00:00:00,,,,85.709999
CY 2017,2017-12-28 00:00:00,,,,85.720001
CY 2017,2017-12-29 00:00:00,,,,85.540001
