Year,Date,Last Value,Q%,SOQ,Value
CY 2015,2015-03-19 00:00:00,,,,42.290001
CY 2015,2015-03-20 00:00:00,,,,42.880001
CY 2015,2015-03-23 00:00:00,,,,42.860001
CY 2015,2015-03-24 00:00:00,,,,42.900002
CY 2015,2015-03-25 00:00:00,,,,41.459999
CY 2015,2015-03-26 00:00:00,,,,41.209999
CY 2015,2015-03-27 00:00:00,,,,40.970001
CY 2015,2015-03-30 00:00:00,,,,40.959999
CY 2015,2015-03-31 00:00:00,,,,40.66
CY 2015,2015-04-01 00:00:00,,,,40.720001
CY 2015,2015-04-02 00:00:00,,,,40.290001
CY 2015,2015-04-06 00:00:00,,,,41.549999
CY 2015,2015-04-07 00:00:00,,,,41.529999
CY 2015,2015-04-08 00:00:00,,,,41.419998
CY 2015,2015-04-09 00:00:00,,,,41.48
CY 2015,2015-04-10 00:00:00,,,,41.720001
CY 2015,2015-04-13 00:00:00,,,,41.759998
CY 2015,2015-04-14 00:00:00,,,,41.650002
CY 2015,2015-04-15 00:00:00,,,,42.259998
CY 2015,2015-04-16 00:00:00,,,,42.16
CY 2015,2015-04-17 00:00:00,,,,41.619999
CY 2015,2015-04-20 00:00:00,,,,42.91
CY 2015,2015-04-21 00:00:00,,,,42.639999
CY 2015,2015-04-22 00:00:00,,,,42.990002
CY 2015,2015-04-23 00:00:00,,,,43.34
CY 2015,2015-04-24 00:00:00,,,,47.869999
CY 2015,2015-04-27 00:00:00,,,,48.029999
CY 2015,2015-04-28 00:00:00,,,,49.16
CY 2015,2015-04-29 00:00:00,,,,49.060001
CY 2015,2015-04-30 00:00:00,,,,48.639999
CY 2015,2015-05-01 00:00:00,,,,48.66
CY 2015,2015-05-04 00:00:00,,,,48.240002
CY 2015,2015-05-05 00:00:00,,,,47.599998
CY 2015,2015-05-06 00:00:00,,,,46.279999
CY 2015,2015-05-07 00:00:00,,,,46.700001
CY 2015,2015-05-08 00:00:00,,,,47.75
CY 2015,2015-05-11 00:00:00,,,,47.369999
CY 2015,2015-05-12 00:00:00,,,,47.349998
CY 2015,2015-05-13 00:00:00,,,,47.630001
CY 2015,2015-05-14 00:00:00,,,,48.720001
CY 2015,2015-05-15 00:00:00,,,,48.299999
CY 2015,2015-05-18 00:00:00,,,,48.009998
CY 2015,2015-05-19 00:00:00,,,,47.580002
CY 2015,2015-05-20 00:00:00,,,,47.580002
CY 2015,2015-05-21 00:00:00,,,,47.419998
CY 2015,2015-05-22 00:00:00,,,,46.900002
CY 2015,2015-05-26 00:00:00,,,,46.59
CY 2015,2015-05-27 00:00:00,,,,47.610001
CY 2015,2015-05-28 00:00:00,,,,47.450001
CY 2015,2015-05-29 00:00:00,,,,46.860001
CY 2015,2015-06-01 00:00:00,,,,47.23
CY 2015,2015-06-02 00:00:00,,,,46.919998
CY 2015,2015-06-03 00:00:00,,,,46.849998
CY 2015,2015-06-04 00:00:00,,,,46.360001
CY 2015,2015-06-05 00:00:00,,,,46.139999
CY 2015,2015-06-08 00:00:00,,,,45.73
CY 2015,2015-06-09 00:00:00,,,,45.650002
CY 2015,2015-06-10 00:00:00,,,,46.610001
CY 2015,2015-06-11 00:00:00,,,,46.439999
CY 2015,2015-06-12 00:00:00,,,,45.970001
CY 2015,2015-06-15 00:00:00,,,,45.48
CY 2015,2015-06-16 00:00:00,,,,45.830002
CY 2015,2015-06-17 00:00:00,,,,45.970001
CY 2015,2015-06-18 00:00:00,,,,46.720001
CY 2015,2015-06-19 00:00:00,,,,46.099998
CY 2015,2015-06-22 00:00:00,,,,46.23
CY 2015,2015-06-23 00:00:00,,,,45.91
CY 2015,2015-06-24 00:00:00,,,,45.639999
CY 2015,2015-06-25 00:00:00,,,,45.650002
CY 2015,2015-06-26 00:00:00,,,,45.259998
CY 2015,2015-06-29 00:00:00,,,,44.369999
CY 2015,2015-06-30 00:00:00,,,,44.150002
CY 2015,2015-07-01 00:00:00,,,,44.450001
CY 2015,2015-07-02 00:00:00,,,,44.400002
CY 2015,2015-07-06 00:00:00,,,,44.389999
CY 2015,2015-07-07 00:00:00,,,,44.299999
CY 2015,2015-07-08 00:00:00,,,,44.240002
CY 2015,2015-07-09 00:00:00,,,,44.52
CY 2015,2015-07-10 00:00:00,,,,44.610001
CY 2015,2015-07-13 00:00:00,,,,45.540001
CY 2015,2015-07-14 00:00:00,,,,45.619999
CY 2015,2015-07-15 00:00:00,,,,45.759998
CY 2015,2015-07-16 00:00:00,,,,46.66
CY 2015,2015-07-17 00:00:00,,,,46.619999
CY 2015,2015-07-20 00:00:00,,,,46.919998
CY 2015,2015-07-21 00:00:00,,,,47.279999
CY 2015,2015-07-22 00:00:00,,,,45.540001
CY 2015,2015-07-23 00:00:00,,,,46.110001
CY 2015,2015-07-24 00:00:00,,,,45.939999
CY 2015,2015-07-27 00:00:00,,,,45.349998
CY 2015,2015-07-28 00:00:00,,,,45.34
CY 2015,2015-07-29 00:00:00,,,,46.290001
CY 2015,2015-07-30 00:00:00,,,,46.880001
CY 2015,2015-07-31 00:00:00,,,,46.700001
CY 2015,2015-08-03 00:00:00,,,,46.810001
CY 2015,2015-08-04 00:00:00,,,,47.540001
CY 2015,2015-08-05 00:00:00,,,,47.580002
CY 2015,2015-08-06 00:00:00,,,,46.619999
CY 2015,2015-08-07 00:00:00,,,,46.740002
CY 2015,2015-08-10 00:00:00,,,,47.330002
CY 2015,2015-08-11 00:00:00,,,,46.41
CY 2015,2015-08-12 00:00:00,,,,46.740002
CY 2015,2015-08-13 00:00:00,,,,46.73
CY 2015,2015-08-14 00:00:00,,,,47
CY 2015,2015-08-17 00:00:00,,,,47.32
CY 2015,2015-08-18 00:00:00,,,,47.27
CY 2015,2015-08-19 00:00:00,,,,46.610001
CY 2015,2015-08-20 00:00:00,,,,45.66
CY 2015,2015-08-21 00:00:00,,,,43.07
CY 2015,2015-08-24 00:00:00,,,,41.68
CY 2015,2015-08-25 00:00:00,,,,40.470001
CY 2015,2015-08-26 00:00:00,,,,42.709999
CY 2015,2015-08-27 00:00:00,,,,43.900002
CY 2015,2015-08-28 00:00:00,,,,43.93
CY 2015,2015-08-31 00:00:00,,,,43.52
CY 2015,2015-09-01 00:00:00,,,,41.82
CY 2015,2015-09-02 00:00:00,,,,43.360001
CY 2015,2015-09-03 00:00:00,,,,43.5
CY 2015,2015-09-04 00:00:00,,,,42.610001
CY 2015,2015-09-08 00:00:00,,,,43.889999
CY 2015,2015-09-09 00:00:00,,,,43.07
CY 2015,2015-09-10 00:00:00,,,,43.290001
CY 2015,2015-09-11 00:00:00,,,,43.48
CY 2015,2015-09-14 00:00:00,,,,43.040001
CY 2015,2015-09-15 00:00:00,,,,43.98
CY 2015,2015-09-16 00:00:00,,,,44.299999
CY 2015,2015-09-17 00:00:00,,,,44.25
CY 2015,2015-09-18 00:00:00,,,,43.48
CY 2015,2015-09-21 00:00:00,,,,44.110001
CY 2015,2015-09-22 00:00:00,,,,43.900002
CY 2015,2015-09-23 00:00:00,,,,43.869999
CY 2015,2015-09-24 00:00:00,,,,43.91
CY 2015,2015-09-25 00:00:00,,,,43.939999
CY 2015,2015-09-28 00:00:00,,,,43.290001
CY 2015,2015-09-29 00:00:00,,,,43.439999
CY 2015,2015-09-30 00:00:00,,,,44.259998
CY 2015,2015-10-01 00:00:00,,,,44.610001
CY 2015,2015-10-02 00:00:00,,,,45.57
CY 2015,2015-10-05 00:00:00,,,,46.630001
CY 2015,2015-10-06 00:00:00,,,,46.75
CY 2015,2015-10-07 00:00:00,,,,46.799999
CY 2015,2015-10-08 00:00:00,,,,47.450001
CY 2015,2015-10-09 00:00:00,,,,47.110001
CY 2015,2015-10-12 00:00:00,,,,47
CY 2015,2015-10-13 00:00:00,,,,46.889999
CY 2015,2015-10-14 00:00:00,,,,46.68
CY 2015,2015-10-15 00:00:00,,,,47.009998
CY 2015,2015-10-16 00:00:00,,,,47.509998
CY 2015,2015-10-19 00:00:00,,,,47.619999
CY 2015,2015-10-20 00:00:00,,,,47.77
CY 2015,2015-10-21 00:00:00,,,,47.200001
CY 2015,2015-10-22 00:00:00,,,,48.029999
CY 2015,2015-10-23 00:00:00,,,,52.869999
CY 2015,2015-10-26 00:00:00,,,,54.25
CY 2015,2015-10-27 00:00:00,,,,53.689999
CY 2015,2015-10-28 00:00:00,,,,53.98
CY 2015,2015-10-29 00:00:00,,,,53.360001
CY 2015,2015-10-30 00:00:00,,,,52.639999
CY 2015,2015-11-02 00:00:00,,,,53.240002
CY 2015,2015-11-03 00:00:00,,,,54.150002
CY 2015,2015-11-04 00:00:00,,,,54.400002
CY 2015,2015-11-05 00:00:00,,,,54.380001
CY 2015,2015-11-06 00:00:00,,,,54.919998
CY 2015,2015-11-09 00:00:00,,,,54.16
CY 2015,2015-11-10 00:00:00,,,,53.509998
CY 2015,2015-11-11 00:00:00,,,,53.650002
CY 2015,2015-11-12 00:00:00,,,,53.32
CY 2015,2015-11-13 00:00:00,,,,52.84
CY 2015,2015-11-16 00:00:00,,,,53.77
CY 2015,2015-11-17 00:00:00,,,,52.970001
CY 2015,2015-11-18 00:00:00,,,,53.849998
CY 2015,2015-11-19 00:00:00,,,,53.939999
CY 2015,2015-11-20 00:00:00,,,,54.189999
CY 2015,2015-11-23 00:00:00,,,,54.189999
CY 2015,2015-11-24 00:00:00,,,,54.25
CY 2015,2015-11-25 00:00:00,,,,53.689999
CY 2015,2015-11-27 00:00:00,,,,53.93
CY 2015,2015-11-30 00:00:00,,,,54.349998
CY 2015,2015-12-01 00:00:00,,,,55.220001
CY 2015,2015-12-02 00:00:00,,,,55.209999
CY 2015,2015-12-03 00:00:00,,,,54.200001
CY 2015,2015-12-04 00:00:00,,,,55.91
CY 2015,2015-12-07 00:00:00,,,,55.810001
CY 2015,2015-12-08 00:00:00,,,,55.790001
CY 2015,2015-12-09 00:00:00,,,,54.98
CY 2015,2015-12-10 00:00:00,,,,55.27
CY 2015,2015-12-11 00:00:00,,,,54.060001
CY 2015,2015-12-14 00:00:00,,,,55.139999
CY 2015,2015-12-15 00:00:00,,,,55.200001
CY 2015,2015-12-16 00:00:00,,,,56.130001
CY 2015,2015-12-17 00:00:00,,,,55.700001
CY 2015,2015-12-18 00:00:00,,,,54.130001
CY 2015,2015-12-21 00:00:00,,,,54.830002
CY 2015,2015-12-22 00:00:00,,,,55.349998
CY 2015,2015-12-23 00:00:00,,,,55.82
CY 2015,2015-12-24 00:00:00,,,,55.669998
CY 2015,2015-12-28 00:00:00,,,,55.950001
CY 2015,2015-12-29 00:00:00,,,,56.549999
CY 2015,2015-12-30 00:00:00,,,,56.310001
CY 2015,2015-12-31 00:00:00,55.48,,,55.48
