Date,Last Value
2015-10-02 00:00:00,45.57
2015-10-05 00:00:00,46.630001
2015-10-06 00:00:00,46.75
2015-10-07 00:00:00,46.799999
2015-10-08 00:00:00,47.450001
2015-10-09 00:00:00,47.110001
2015-10-12 00:00:00,47
2015-10-13 00:00:00,46.889999
2015-10-14 00:00:00,46.68
2015-10-15 00:00:00,47.009998
2015-10-16 00:00:00,47.509998
2015-10-19 00:00:00,47.619999
2015-10-20 00:00:00,47.77
2015-10-21 00:00:00,47.200001
2015-10-22 00:00:00,48.029999
2015-10-23 00:00:00,52.869999
2015-10-26 00:00:00,54.25
2015-10-27 00:00:00,53.689999
2015-10-28 00:00:00,53.98
2015-10-29 00:00:00,53.360001
2015-10-30 00:00:00,52.639999
2015-11-02 00:00:00,53.240002
2015-11-03 00:00:00,54.150002
2015-11-04 00:00:00,54.400002
2015-11-05 00:00:00,54.380001
2015-11-06 00:00:00,54.919998
2015-11-09 00:00:00,54.16
2015-11-10 00:00:00,53.509998
2015-11-11 00:00:00,53.650002
2015-11-12 00:00:00,53.32
2015-11-13 00:00:00,52.84
2015-11-16 00:00:00,53.77
2015-11-17 00:00:00,52.970001
2015-11-18 00:00:00,53.849998
2015-11-19 00:00:00,53.939999
2015-11-20 00:00:00,54.189999
2015-11-23 00:00:00,54.189999
2015-11-24 00:00:00,54.25
2015-11-25 00:00:00,53.689999
2015-11-27 00:00:00,53.93
2015-11-30 00:00:00,54.349998
2015-12-01 00:00:00,55.220001
2015-12-02 00:00:00,55.209999
2015-12-03 00:00:00,54.200001
2015-12-04 00:00:00,55.91
2015-12-07 00:00:00,55.810001
2015-12-08 00:00:00,55.790001
2015-12-09 00:00:00,54.98
2015-12-10 00:00:00,55.27
2015-12-11 00:00:00,54.060001
2015-12-14 00:00:00,55.139999
2015-12-15 00:00:00,55.200001
2015-12-16 00:00:00,56.130001
2015-12-17 00:00:00,55.700001
2015-12-18 00:00:00,54.130001
2015-12-21 00:00:00,54.830002
2015-12-22 00:00:00,55.349998
2015-12-23 00:00:00,55.82
2015-12-24 00:00:00,55.669998
2015-12-28 00:00:00,55.950001
2015-12-29 00:00:00,56.549999
2015-12-30 00:00:00,56.310001
2015-12-31 00:00:00,55.48
2016-01-04 00:00:00,54.799999
2016-01-05 00:00:00,55.049999
2016-01-06 00:00:00,54.049999
2016-01-07 00:00:00,52.169998
2016-01-08 00:00:00,52.330002
2016-01-11 00:00:00,52.299999
2016-01-12 00:00:00,52.779999
2016-01-13 00:00:00,51.639999
2016-01-14 00:00:00,53.110001
2016-01-15 00:00:00,50.990002
2016-01-19 00:00:00,50.560001
2016-01-20 00:00:00,50.790001
2016-01-21 00:00:00,50.48
2016-01-22 00:00:00,52.290001
2016-01-25 00:00:00,51.790001
2016-01-26 00:00:00,52.169998
2016-01-27 00:00:00,51.220001
2016-01-28 00:00:00,52.060001
2016-01-29 00:00:00,55.09
2016-02-01 00:00:00,54.709999
